-9.499999999999999556e-01,1.044100000000000072e+01
-9.404522613065325887e-01,1.106799999999999962e+01
-9.309045226130653328e-01,1.179499999999999993e+01
-9.213567839195979658e-01,1.299399999999999977e+01
-9.118090452261305989e-01,1.457499999999999929e+01
-9.022613065326632320e-01,1.573900000000000077e+01
-8.927135678391959761e-01,1.703900000000000148e+01
-8.831658291457286092e-01,1.830699999999999861e+01
-8.736180904522612423e-01,1.951099999999999923e+01
-8.640703517587939864e-01,2.066499999999999915e+01
-8.545226130653266194e-01,2.254599999999999937e+01
-8.449748743718592525e-01,2.451099999999999923e+01
-8.354271356783918856e-01,2.722899999999999920e+01
-8.258793969849246297e-01,2.931500000000000128e+01
-8.163316582914572628e-01,3.092399999999999949e+01
-8.067839195979898959e-01,3.298899999999999721e+01
-7.972361809045225289e-01,3.490999999999999659e+01
-7.876884422110552730e-01,3.702600000000000335e+01
-7.781407035175879061e-01,4.032099999999999795e+01
-7.685929648241205392e-01,4.339099999999999824e+01
-7.590452261306532833e-01,4.683400000000000318e+01
-7.494974874371859164e-01,5.055199999999999960e+01
-7.399497487437185494e-01,5.431900000000000261e+01
-7.304020100502512935e-01,5.802300000000000324e+01
-7.208542713567839266e-01,6.171300000000000097e+01
-7.113065326633165597e-01,6.561400000000000432e+01
-7.017587939698491928e-01,6.981799999999999784e+01
-6.922110552763818259e-01,7.442300000000000182e+01
-6.826633165829145700e-01,7.995699999999999363e+01
-6.731155778894472030e-01,8.513200000000000500e+01
-6.635678391959798361e-01,9.049299999999999500e+01
-6.540201005025125802e-01,9.746399999999999864e+01
-6.444723618090452133e-01,1.047210000000000036e+02
-6.349246231155778464e-01,1.116430000000000007e+02
-6.253768844221105905e-01,1.189080000000000013e+02
-6.158291457286432236e-01,1.222620000000000005e+02
-6.062814070351758566e-01,1.295800000000000125e+02
-5.967336683417086007e-01,1.350240000000000009e+02
-5.871859296482411228e-01,1.418619999999999948e+02
-5.776381909547738669e-01,1.484660000000000082e+02
-5.680904522613065000e-01,1.540409999999999968e+02
-5.585427135678391330e-01,1.587810000000000059e+02
-5.489949748743718771e-01,1.657359999999999900e+02
-5.394472361809045102e-01,1.744319999999999879e+02
-5.298994974874371433e-01,1.846409999999999911e+02
-5.203517587939698874e-01,1.913629999999999995e+02
-5.108040201005025205e-01,2.029219999999999970e+02
-5.012562814070351536e-01,2.165289999999999964e+02
-4.917085427135678422e-01,2.268789999999999907e+02
-4.821608040201005307e-01,2.364579999999999984e+02
-4.726130653266331638e-01,2.477949999999999875e+02
-4.630653266331658524e-01,2.612540000000000191e+02
-4.535175879396984855e-01,2.749479999999999791e+02
-4.439698492462311741e-01,2.934580000000000268e+02
-4.344221105527638072e-01,3.020550000000000068e+02
-4.248743718592964402e-01,3.116759999999999877e+02
-4.153266331658291843e-01,3.288559999999999945e+02
-4.057788944723618174e-01,3.358629999999999995e+02
-3.962311557788944505e-01,3.445280000000000200e+02
-3.866834170854271946e-01,3.579680000000000177e+02
-3.771356783919598277e-01,3.751730000000000018e+02
-3.675879396984924607e-01,3.924089999999999918e+02
-3.580402010050250938e-01,3.981250000000000000e+02
-3.484924623115578379e-01,4.101829999999999927e+02
-3.389447236180904710e-01,4.204759999999999991e+02
-3.293969849246231041e-01,4.314039999999999964e+02
-3.198492462311558482e-01,4.423860000000000241e+02
-3.103015075376884813e-01,4.546279999999999859e+02
-3.007537688442211143e-01,4.705910000000000082e+02
-2.912060301507537474e-01,4.874019999999999868e+02
-2.816582914572864915e-01,4.986879999999999882e+02
-2.721105527638191246e-01,5.131180000000000518e+02
-2.625628140703517577e-01,5.397140000000000555e+02
-2.530150753768845018e-01,5.550249999999999773e+02
-2.434673366834171349e-01,5.696019999999999754e+02
-2.339195979899497679e-01,5.772200000000000273e+02
-2.243718592964824010e-01,5.936710000000000491e+02
-2.148241206030151451e-01,6.005570000000000164e+02
-2.052763819095477782e-01,6.116760000000000446e+02
-1.957286432160804113e-01,6.260359999999999445e+02
-1.861809045226130443e-01,6.373780000000000427e+02
-1.766331658291457885e-01,6.541509999999999536e+02
-1.670854271356784215e-01,6.548799999999999955e+02
-1.575376884422110546e-01,6.702029999999999745e+02
-1.479899497487437987e-01,6.775030000000000427e+02
-1.384422110552764318e-01,6.821870000000000118e+02
-1.288944723618090649e-01,6.912509999999999764e+02
-1.193467336683416979e-01,6.968980000000000246e+02
-1.097989949748744420e-01,7.084289999999999736e+02
-1.002512562814070751e-01,7.093300000000000409e+02
-9.070351758793970820e-02,7.170539999999999736e+02
-8.115577889447245230e-02,7.217519999999999527e+02
-7.160804020100508538e-02,7.317569999999999482e+02
-6.206030150753771846e-02,7.431269999999999527e+02
-5.251256281407035154e-02,7.453650000000000091e+02
-4.296482412060309564e-02,7.486689999999999827e+02
-3.341708542713572871e-02,7.557569999999999482e+02
-2.386934673366836179e-02,7.496159999999999854e+02
-1.432160804020110589e-02,7.453229999999999791e+02
-4.773869346733738972e-03,7.521810000000000400e+02
4.773869346733627950e-03,7.494759999999999991e+02
1.432160804020099487e-02,7.490410000000000537e+02
2.386934673366825077e-02,7.414189999999999827e+02
3.341708542713561769e-02,7.351799999999999500e+02
4.296482412060298461e-02,7.347089999999999463e+02
5.251256281407035154e-02,7.346109999999999900e+02
6.206030150753760743e-02,7.253089999999999691e+02
7.160804020100486333e-02,7.208339999999999463e+02
8.115577889447234128e-02,7.140829999999999700e+02
9.070351758793959718e-02,7.003529999999999518e+02
1.002512562814070751e-01,6.955460000000000491e+02
1.097989949748743310e-01,6.982930000000000064e+02
1.193467336683415869e-01,6.920299999999999727e+02
1.288944723618090649e-01,6.804020000000000437e+02
1.384422110552763208e-01,6.625769999999999982e+02
1.479899497487435767e-01,6.546230000000000473e+02
1.575376884422110546e-01,6.459679999999999609e+02
1.670854271356783105e-01,6.402839999999999918e+02
1.766331658291455664e-01,6.252000000000000455e+02
1.861809045226130443e-01,6.181730000000000018e+02
1.957286432160803002e-01,6.088669999999999618e+02
2.052763819095475561e-01,5.981240000000000236e+02
2.148241206030150341e-01,5.890480000000000018e+02
2.243718592964822900e-01,5.818529999999999518e+02
2.339195979899497679e-01,5.713060000000000400e+02
2.434673366834170238e-01,5.561620000000000346e+02
2.530150753768842797e-01,5.420739999999999554e+02
2.625628140703517577e-01,5.305720000000000027e+02
2.721105527638190136e-01,5.211079999999999472e+02
2.816582914572862695e-01,5.100749999999999886e+02
2.912060301507537474e-01,4.975289999999999964e+02
3.007537688442210033e-01,4.878720000000000141e+02
3.103015075376882592e-01,4.724150000000000205e+02
3.198492462311557372e-01,4.645330000000000155e+02
3.293969849246229931e-01,4.479239999999999782e+02
3.389447236180904710e-01,4.341669999999999732e+02
3.484924623115577269e-01,4.231890000000000214e+02
3.580402010050249828e-01,4.084549999999999841e+02
3.675879396984924607e-01,3.992479999999999905e+02
3.771356783919597166e-01,3.885529999999999973e+02
3.866834170854269725e-01,3.735190000000000055e+02
3.962311557788944505e-01,3.551139999999999759e+02
4.057788944723617064e-01,3.460310000000000059e+02
4.153266331658289623e-01,3.289479999999999791e+02
4.248743718592964402e-01,3.149230000000000018e+02
4.344221105527636961e-01,3.047749999999999773e+02
4.439698492462309520e-01,2.965889999999999986e+02
4.535175879396984300e-01,2.855910000000000082e+02
4.630653266331656859e-01,2.714569999999999936e+02
4.726130653266331638e-01,2.573059999999999832e+02
4.821608040201004197e-01,2.452659999999999911e+02
4.917085427135676756e-01,2.397290000000000134e+02
5.012562814070351536e-01,2.299019999999999868e+02
5.108040201005024095e-01,2.225709999999999980e+02
5.203517587939696654e-01,2.120370000000000061e+02
5.298994974874371433e-01,1.986169999999999902e+02
5.394472361809043992e-01,1.867820000000000107e+02
5.489949748743716551e-01,1.703259999999999934e+02
5.585427135678391330e-01,1.640960000000000036e+02
5.680904522613063889e-01,1.572589999999999861e+02
5.776381909547738669e-01,1.503710000000000093e+02
5.871859296482411228e-01,1.436829999999999927e+02
5.967336683417083787e-01,1.382090000000000032e+02
6.062814070351758566e-01,1.316289999999999907e+02
6.158291457286431125e-01,1.232019999999999982e+02
6.253768844221103684e-01,1.156509999999999962e+02
6.349246231155778464e-01,1.086200000000000045e+02
6.444723618090451023e-01,1.026430000000000007e+02
6.540201005025123582e-01,9.725600000000000023e+01
6.635678391959798361e-01,9.368800000000000239e+01
6.731155778894470920e-01,8.876000000000000512e+01
6.826633165829143479e-01,8.464199999999999591e+01
6.922110552763818259e-01,7.974699999999999989e+01
7.017587939698490818e-01,7.701699999999999591e+01
7.113065326633165597e-01,7.220999999999999375e+01
7.208542713567838156e-01,6.794599999999999795e+01
7.304020100502510715e-01,6.402500000000000568e+01
7.399497487437185494e-01,5.987400000000000233e+01
7.494974874371858053e-01,5.742300000000000182e+01
7.590452261306530612e-01,5.358800000000000097e+01
7.685929648241205392e-01,4.958500000000000085e+01
7.781407035175877951e-01,4.564600000000000080e+01
7.876884422110550510e-01,4.286399999999999721e+01
